fileid|datesaved|posttitle|artist|song
648874|10/1/2008 16:38|Picking with the kinfolk|Isobel Campbell & Mark Lanegan|Something To Believe
648875|10/1/2008 16:40|Chairlift Discusses iPod Ad With NY Times||chairlift make your mind up lounge
648876|10/1/2008 16:41|New Crystal Stilts “Shattered Shine”|Crystal Stilts|Shattered Shine
648877|10/1/2008 16:42|Nothing but music - the endless post?|My Brightest Diamond|We Were Sparkling
648878|10/1/2008 16:43|Nothing but music - the endless post?|Bjrn Kleinhenz|We will burn
648879|10/1/2008 16:43|"Hello Handsome: Courting Song"""""|Hello Handsome|Courting Song
648880|10/1/2008 16:44|the very best|The Very Best (Esau Mwamwaya & Radioclit)|01 Kamphopo
648881|10/1/2008 16:44|the very best|The Very Best (Esau Mwamwaya & Radioclit)|03 Tengazako
648882|10/1/2008 16:45|the very best|The Very Best (Esau Mwamwaya & Radioclit)|13 Get It Up (The Very Best Remix)
648883|10/1/2008 16:45|Styrofoam Unleashes New Video|cassettes won't listen|paper float (styrofoam x-911 remix)
648884|10/1/2008 16:47|Il Ministro della Salute...|The Flaming Lips|Mr. Ambulance Driver
648885|10/1/2008 16:47|the hampster dance|Hampster Dance|hampster dance
648886|10/1/2008 16:48|Il Ministro della Salute...|Neil Young|Ambulance Blues
648887|10/1/2008 16:48|dope fiend + metronomy + css.|Dope Fiend|Dope Fiend
648888|10/1/2008 16:48|dope fiend + metronomy + css.|CSS|Move (Metronomy Remix)
648889|10/1/2008 16:48|The World Is Slipping Away|Angella Dean|World X
648890|10/1/2008 16:48|Stephin Merritt Chats With The Village Voice|The Magnetic Fields|The Nun's Litany
648891|10/1/2008 16:49|David Bazan Announces Annual Xmas 7''|David Bazan|God Rest Ye Merry Gentlemen
648892|10/1/2008 16:49|Witchdoctor Dance & Thunderstorm Brewing|Carl Orff|Gassenhauer
648893|10/1/2008 16:50|Witchdoctor Dance & Thunderstorm Brewing|Shackleton|Death is not final
648894|10/1/2008 16:52|Witchdoctor Dance & Thunderstorm Brewing|Shed|slow motion replay
648895|10/1/2008 16:53|Witchdoctor Dance & Thunderstorm Brewing|Antonio Zepeda|Aztlan
648896|10/1/2008 16:53|Witchdoctor Dance & Thunderstorm Brewing|Stimming|Una Pena (Argy Remix)
648897|10/1/2008 16:54|Future Retro: Laura Branigan|Laura Branigan|Spanish Eddie
648898|10/1/2008 16:54|Future Retro: Laura Branigan|Laura Branigan|Power Of Love
648899|10/1/2008 16:54|Psyching Myself Up|The Zombies|Leave Me Be
648900|10/1/2008 16:55|"[mp3] Catfish Haven - Devastator"""""|Catfish Haven|Devastator
648901|10/1/2008 16:55|Future Retro: Laura Branigan|Laura Branigan|Turn The Beat Around
648902|10/1/2008 16:56|THE COUNT + SINDEN + EVAN RACHEL WOOD,|The Count & Sinden|Hardcore Girls (feat. Rye Rye)
648903|10/1/2008 16:58|Sammy Bananas - B.A.N.A.N.A.S.|Chromeo|Tenderoni 7.20 (Sammy Bananas Pump This Party Mix)
648904|10/1/2008 16:58|Sammy Bananas - B.A.N.A.N.A.S.|Sammy Bananas|All The Girls
648905|10/1/2008 16:59|Sammy Bananas - B.A.N.A.N.A.S.|Sammy Bananas|Ladies
648906|10/1/2008 17:00|The Count & Sinden and those hardcore girls|The Count & Sinden|Hardcore Girls ft. Rye Rye (Don Rimini remix)
648907|10/1/2008 17:00|Orange Juice|Orange Juice|L.O.V.E.... Love
648908|10/1/2008 17:01|Orange Juice|Orange Juice|Blue Boy
648909|10/1/2008 17:03|Before You Were Young|The Walkmen|The Walkmen, Red Moon
648910|10/1/2008 17:03|Before You Were Young|Travis|Before You Were Young
648911|10/1/2008 17:05|Pop Montreal preview: Day 1|Winter Gloves|Invisible
648912|10/1/2008 17:06|Pop Montreal preview: Day 1|StillLifeStill|ChinaDolls
648913|10/1/2008 17:06|Pop Montreal preview: Day 1|The Postage Stamps|Reckless
648914|10/1/2008 17:06|Pop Montreal preview: Day 1|The Rural Alberta Advantage|Sleep All Day
648915|10/1/2008 17:10|There Must Be Something About You|Level42|Something About You
648916|10/1/2008 18:10|Hot Chip in Chicago 29/9/08|Hot Chip|Sensual Seduction
648917|10/1/2008 18:10|mercredi. massachussetts urban blues|Gene Clark|Boston
648918|10/1/2008 18:10|mercredi. massachussetts urban blues|Nick Szydlowski|Eleanor
648919|10/1/2008 18:11|IRAN (the band) featuring Kyp Malone - an MP3, a CMJ show |Iran|Buddy
648920|10/1/2008 18:11|grayson capps: soul brotha #3|grayson capps|arrowhead
648921|10/1/2008 18:12|snowing glowing land by degoao||lukedegoaosnowing glowing land
648922|10/1/2008 18:13|Accidental Cosmic Lover|Mc Lane Explosion|Accidental Lover
648923|10/1/2008 18:14|Keep On Going|The Chap|Ethnic Instrument (Joakim remix)
648924|10/1/2008 18:15|Pacifists Look Away...|John Peel Festive Fifty 1982|08-Do You Believe in the West World-Theatre Of Hate
648925|10/1/2008 18:15|Pacifists Look Away...|bauhaus|all we ever wanted was everything
648926|10/1/2008 18:17|Pacifists Look Away...|The Killers|Bling (Confessions Of A King)
648927|10/1/2008 18:18|Pacifists Look Away...|The Bravery|Time Wont Let Me Go
648928|10/1/2008 18:18|Haruki, Haphazardly While Sitting (Corps-Morts)|haruki|gallop on off
648929|10/1/2008 18:20|A Couple Of Follow-Ups For Little Boots|Little Boots|Fine Boots (Stuck On Repeat Fake Blood Remix vs. It's A Fine Day)
648930|10/1/2008 18:50|Ryan Auffenberg on primetime TV tonight|Ryan Auffenberg|Dizzy Spells
648931|10/1/2008 18:52|FrankMusik + Boys Noize|FrankMusik|When You're Around (boys noize mix)
648932|10/1/2008 18:57|Jack Too Jack - The March of the Big White Barbarians (edit)|Jack Too Jack|The March Of The Big White Barbarians edit
648933|10/1/2008 18:58|New Pryda|Pryda|Evouh (Original Mix)
648934|10/1/2008 18:58|New track from Black Milk.|Black Milk|The Matrix (feat. DJ Premier, Pharoahe Monch, & Sean Price)
648935|10/1/2008 18:58|Toscana|Profil|Toscana
648936|10/1/2008 18:59|MMJ&#8217;s Jim James to play $500 ticket, 200 capacity Obama fundraiser in Louisville|My Morning Jacket|I'm Amazed [6.14.08]
648937|10/1/2008 18:59|Good Times.|Spencer Parker|Chiho - Jerome Sydenham Remix
648938|10/1/2008 19:01|Good Times.|Slam|City Destroyer (Part 1) - Original Mix
648939|10/1/2008 19:02|Charming Prince|Silvie Stone|Charming Prince
648940|10/1/2008 19:02|Summer Night|Liza Mancini|A Summer Night
648942|10/1/2008 19:04|Début de jeunesse|Alem|Felix Yo! 2008 sampler
648943|10/1/2008 19:05|HEARTSREVOLUTION UK TOUR RECAP!!|Heartsrevolution|Digital Suicide (Sonic Me Remix)
648944|10/1/2008 19:07|The Black Keys - Granada Theater - 9/26/08|the Black Keys|Psychotic Girl
648945|10/1/2008 19:07|Be Thankful For What You've Got|Smokey Robinson|If_You_Can_Want
648946|10/1/2008 19:08|Be Thankful For What You've Got|William Devaughn|Be Thankful for What You Got (Album Version)
648947|10/1/2008 19:08|Be Thankful For What You've Got|Yo La Tengo|Be_Thankful_For_What_You_Got
648948|10/1/2008 19:09|Be Thankful For What You've Got|The Upsetters|Dubbing_in_the_Back_Seat
648950|10/1/2008 19:09|"But I believe in you and now I'll show it..."""""|Vampire Weekend|Ottoman
648951|10/1/2008 19:09|"But I believe in you and now I'll show it..."""""|Bishop Allen|Middle Management
648952|10/1/2008 19:09|"But I believe in you and now I'll show it..."""""|Richard Hawley|Baby You're My Light
648953|10/1/2008 19:10|"But I believe in you and now I'll show it..."""""|Devandra Banhart|Lover
648954|10/1/2008 19:12|aUtODisco|aUtODisco|Laugh 4 Mommy
648955|10/1/2008 19:13|Inbox Wednesday: Delorean|The Teenagers|No Love (Delorean Remix)
648956|10/1/2008 19:14|New The Decemberists - Valerie Plame|The Killers|Human (New)
648957|10/1/2008 19:16|Inbox Wednesday: Delorean|The Mystery Jets|Half in Love Wth Elizabeth (Delorean remix)
648959|10/1/2008 19:24|MSTRKRFT Giveaway|Justice|D.A.N.C.E. (MSTRKRFT Remix)
648960|10/1/2008 19:25|MSTRKRFT Giveaway|Para One|Dundun-Dun (MSTRKRFT Remix)
648961|10/1/2008 19:25|MSTRKRFT Giveaway|MSTRKRFT|Bounce (Mansion Remix)
648962|10/1/2008 19:26|"Diplo [ft. Annie Lennox, The Notorious B.I.G., E-40, Jim Jones, Freeway, Bun B, Rich Boy & Gorilla Zoe] – Paper Planes"""""|Diplo [ft. Annie Lennox, The Notorious B.I.G., E-40, Jim Jones, Freeway, Bun B, Rich Boy & Gorilla Zoe]|Paper Planes
648963|10/1/2008 19:26|MSTRKRFT Giveaway|The Services|Element Of Danger (Mstrkrft Remix)
648964|10/1/2008 19:26|Women - Review|Women|Group Transport Hall
648965|10/1/2008 19:27|Urgent bubbling|Four Tet|Pockets (minimal version)
648966|10/1/2008 19:27|Women - Review|Women|Black Rice
648967|10/1/2008 19:28|Lost In Music|Jean Nipon|Lost in Music
648968|10/1/2008 19:28|Se lo dice il Colle..|Jay Reatard|Gamma Ray (Beck)
648969|10/1/2008 19:29|"Highly Recommended: Hauschka - Freibad"""""|Hauschka|Freibad
648972|10/1/2008 19:37|Kuestionnaire: Kiss Kiss (Part 2)|Capillary Action|Elevator Fuck
648974|10/1/2008 19:38|Kuestionnaire: Kiss Kiss (Part 2)|Kiss Kiss|Satellite
648976|10/1/2008 19:40|"mp-FREE: Santogold - L.E.S. Artistes (Left/Right remix)"""""|Santogold|L.E.S. Artistes (Left/Right Remix)
648977|10/1/2008 19:41|aUtODisco|aUtODisco|Scream 4 Daddy
648980|10/1/2008 19:42|Truth In Advertising!|Afro-Funk|Obanya Special
648981|10/1/2008 19:43|Soulwax, A League of Their Own...|Soulwax|Robot Rock (Soulwax Remix)
648982|10/1/2008 19:44|Soulwax, A League of Their Own...|The Rolling Stones|You Can't Always Get What You Want (Remixed & Re-Edited By Soulwax)
648983|10/1/2008 19:45|Soulwax, A League of Their Own...|LCD Soundsystem|Get Innocuous (Soulwax Remix)
648984|10/1/2008 19:46|IJM's AMJ tour @ CPC|Sandra McCracken|Lock And Key
648985|10/1/2008 19:47|IJM's AMJ tour @ CPC|Brandon Heath|I'm Not Who I Was
648986|10/1/2008 19:47|Proyecto Batidora re-launches|Shitdisco|Reactor Party
648987|10/1/2008 19:47|IJM's AMJ tour @ CPC|Sara Groves|Add To The Beauty
648988|10/1/2008 19:48|Proyecto Batidora re-launches|The Octopus Project|Wet Gold
648989|10/1/2008 19:48|Proyecto Batidora re-launches|Why?|Fatalist Palmistry
648990|10/1/2008 19:49|Proyecto Batidora re-launches|Ladyhawke|Dusk Till Dawn
648991|10/1/2008 19:49|Proyecto Batidora re-launches|Totally Michael|Casual Satisfaction
648992|10/1/2008 19:50|Proyecto Batidora re-launches|Walter Meego|Girls
648993|10/1/2008 19:50|Proyecto Batidora re-launches|Holy Fuck|Super Inuit
648994|10/1/2008 19:50|Proyecto Batidora re-launches|Infadels|Circus Of The Mad
648995|10/1/2008 19:51|Proyecto Batidora re-launches|Pomomofo|White Horse (Laid Back Cover by Pomomofo)
648996|10/1/2008 19:51|Proyecto Batidora re-launches|Metronomy|A Thing For Me
648997|10/1/2008 19:52|Proyecto Batidora re-launches|Voxtrot|Mothers, Sisters, Daughters & Wives
648998|10/1/2008 19:52|Proyecto Batidora re-launches|Cut Copy|Far Away
648999|10/1/2008 19:53|Proyecto Batidora re-launches|Yelle|Je Veux Te Voir
649000|10/1/2008 19:54|Proyecto Batidora re-launches|Someone Still Loves You Boris Yeltsin|Another Satellite (XTC Cover by Someone Still Loves You Boris Yeltsin)
649001|10/1/2008 19:54|Proyecto Batidora re-launches|Pop Levi|Never Never Love
649002|10/1/2008 19:55|Proyecto Batidora re-launches|The Rumble Strips|Girls & Boys In Love
649003|10/1/2008 19:55|Proyecto Batidora re-launches|Does It Offend You, Yeah?|Dawn Of The Dead
649004|10/1/2008 19:55|Proyecto Batidora re-launches|Sidechains|Waiting So Long
649005|10/1/2008 19:56|Proyecto Batidora re-launches|The Go! Team|Grip Like A Vice
649006|10/1/2008 19:56|Proyecto Batidora re-launches|Dragonette|Sharp Dressed Man (ZZ Top Cover by Dragonette)
649007|10/1/2008 19:57|Proyecto Batidora re-launches|Das Pop|Fool For Love
649008|10/1/2008 19:57|Proyecto Batidora re-launches|Munk|Live Fast Die Old
649009|10/1/2008 19:58|Proyecto Batidora re-launches|Mark Mallman|The Boy In The Bubble (Paul Simon Cover by Mark Mallman)
649010|10/1/2008 19:58|Proyecto Batidora re-launches|Saint Bernadette|Owner Things (Yes vs Howard Jones Cover by Saint Bernadette)
649011|10/1/2008 20:02|Vitamin C|Erasure|Vitamin C
649012|10/1/2008 20:02|WHIP IT WITH AZZIDO DA BASS|Peter Heppner|Alleinesein (Azzido da Bass Instrumental Mix)
649013|10/1/2008 20:03|WHIP IT WITH AZZIDO DA BASS|Crookers vs. Azzido Da Bass|Dooms Night (Azzido Da Bass Edit)
649014|10/1/2008 20:03|WHIP IT WITH AZZIDO DA BASS|Spillsbury|Sturzflug (Azzido Da Bass Remix)
649015|10/1/2008 20:04|While Listening to… Jenny Omnichord Has a Baby and Unleashes the Duets|Jenny Omnichord|The Day We Sang Ba Ba Ba Ba (with Jeff Glacio de Fluvial Munro)
649016|10/1/2008 20:04|BRRRLN'S SEPTEMBER TOP TEN|The Death Set|Negative Thinking (Treasure Fingers Remix)
649017|10/1/2008 20:05|viejos conocidos.|MGMT|Kids (Soulwax Remix)
649018|10/1/2008 20:06|viejos conocidos.|The Rolling Stones|You Can't Always Get What You Want (Soulwax Remix)
649019|10/1/2008 20:06|viejos conocidos.|Rex The Dog|Bubblicious
649021|10/1/2008 20:07|The Circus Comes To Town|Devendra Banhart|Samba Vexillographica
649022|10/1/2008 20:08|viejos conocidos.|Minilogue|Small Town Beauty
649023|10/1/2008 20:09|viejos conocidos.|Minilogue|Animals
649024|10/1/2008 20:09|viejos conocidos.||lulurouge blessyou minilogue
649025|10/1/2008 20:10|viejos conocidos.|Shakedown (Remix: Alan Braxe)|At Night (Alan Braxe Remix)
649026|10/1/2008 20:11|viejos conocidos.|Midnight Juggernauts|Dystopia (Turkish Prison Remix)
649027|10/1/2008 20:11|Babyshambles @ Atlantico Live (Ex Palacisalfa), Roma 14 dicembre 2008|Babyshambles|Gang Of Gin
649028|10/1/2008 20:12|The Decemberists: Always The Bridesmaid|The Decemberists|I'm Sticking With You
649029|10/1/2008 20:12|Rauwkost - Trump It|RAUWKOST|Unsere Liebe
649030|10/1/2008 20:12|BRRRLN'S SEPTEMBER TOP TEN|Mike Genius|Bob Dob
649031|10/1/2008 20:12|Rauwkost - Trump It|RAUWKOST|1 Nacht In Duizenden
649032|10/1/2008 20:13|Rauwkost - Trump It|RAUWKOST|Trump It
649033|10/1/2008 20:14|BRRRLN'S SEPTEMBER TOP TEN|Diplo & Buraka Som Sistema|Inna De Ghetto (Remix)
649034|10/1/2008 20:15|BRRRLN'S SEPTEMBER TOP TEN|Adam Bozzetto|Disco
649035|10/1/2008 20:15|NBGL Playlist #2: Feedle, Internet Forever, Stricken City, Smile Down Upon Us.|Internet Forever|Break Bones
649036|10/1/2008 20:17|NBGL Playlist #2: Feedle, Internet Forever, Stricken City, Smile Down Upon Us.|Smile Down Upon Us|My Body's Continents
649037|10/1/2008 20:17|NBGL Playlist #2: Feedle, Internet Forever, Stricken City, Smile Down Upon Us.|Feedle|01 Picturedrome
649038|10/1/2008 20:18|NBGL Playlist #2: Feedle, Internet Forever, Stricken City, Smile Down Upon Us.|Head and Neck Sessions|01 Twelve Twelve
649039|10/1/2008 20:18|NBGL Playlist #2: Feedle, Internet Forever, Stricken City, Smile Down Upon Us.|People Of Water|Vale Of Aching Hearts
649040|10/1/2008 20:19|BRRRLN'S SEPTEMBER TOP TEN|The Count and Sinden ft. NY|Fool In Love
649041|10/1/2008 20:20|BRRRLN'S SEPTEMBER TOP TEN|Evil Nine|All the cash (Mumdance Remix feat. Jammer)
649042|10/1/2008 20:20|BRRRLN'S SEPTEMBER TOP TEN|Surkin|Chrome Knight ft. Chromeo
649043|10/1/2008 20:21|Hippies Rejoice – Phish Reunites!||02 sweet jane
649044|10/1/2008 20:21|Wake up les enfants|Les Petits Pilous|Wake Up
649045|10/1/2008 20:25|A Week In The Remix - Vol. 4:|New Young Pony Club|Get Lucky (Twelves remix)
649046|10/1/2008 20:25|A Week In The Remix - Vol. 4:|Madonna|Music (Groove Armada Mix)
649047|10/1/2008 20:26|A Week In The Remix - Vol. 4:|M.I.A.|Planes Booty (Atomic Hooligan Remix)
649048|10/1/2008 20:26|A Week In The Remix - Vol. 4:|Hot Chip|Hold On (Switch LDN Remix)
649049|10/1/2008 20:26|Lykke Li & Bon Iver dance dance dance in L.A.|Lykke Li|Dance, Dance, Dance (Chaise Marcel remix)
649050|10/1/2008 20:26|Organs On The Kitchen Floor by The Jealous Girlfriends|The Jealous Girlfriends|Organs On The Kitchen Floor
649051|10/1/2008 20:27|The Kills: Last Day of Magic remixed by James Rutledge + tourbus missing|The Kills|Last Day of Magic (James Rutledge remix)
649054|10/1/2008 20:27|Fram uppvakningur!|Thiaz Itch|Sol Picante
649055|10/1/2008 20:28|Egotronic releases new single on 17.10|Egotronic|Raven gegen Deutschland (Frittenbude Indiefresse Remix)
649056|10/1/2008 20:29|NYC! FREE show 2nite! 10.01 : Black Kids, Mike Genius & Purple Crush|Mike Genius|Bob Dob
649057|10/1/2008 20:29|Gabriel The Marine|Gabriel the Marine|Twilight In the Sun
649058|10/1/2008 20:30|Gabriel The Marine|Gabriel the Marine|Maybe, Baby
649059|10/1/2008 20:30|A Super Guilty Remix + Another Not So Guilty|Radiohead|Reckoner (Cadence Weapon Remix)
649060|10/1/2008 20:31|A love letter to the music supervisors for Californication|Warren Zevon|Reconsider Me [Single Version]
649061|10/1/2008 20:31|A love letter to the music supervisors for Californication|Steve Earle & Reckless Kelly|Reconsider Me
649062|10/1/2008 20:54|The White Void|Oneohtrix Point Never|Soft Program (You Knew)
649063|10/1/2008 20:54|The White Void|GATEKEEPER|final approach
649065|10/1/2008 20:55|The White Void|Oneohtrix Point Never|A House In Rasinari
649066|10/1/2008 21:00|Pygmalion Fest: The M&#8217;s, Headlights, Asobi Seksu|The Ms|Don't Be Late
649067|10/1/2008 21:02|Pygmalion Fest: The M&#8217;s, Headlights, Asobi Seksu|Headlights|Cherry Tulips
649069|10/1/2008 21:03|Phenoms|The Soire|Perfect Crimes
649070|10/1/2008 21:03|The Streets on Later… with Jools Holland|The Streets|Everything is Borrowed (Later... with Jools Holland 09-30-2008)
649071|10/1/2008 21:03|Fare Soldi|Fare Soldi| Message in Abbado
649073|10/1/2008 21:04|Nursery of Naughtiness - The Eyes|j`Pjdt|j`Pjdt
649075|10/1/2008 21:05|The Nerves - Hanging on the Telephone|The Nerves|Hanging On The Telephone
649076|10/1/2008 21:05|The Young Punx - Mars sounds better with me (The young punx mash)|The Young Punx|Mars Sounds Better With Me
649081|10/1/2008 21:09|Dead C - Harsh 70s Reality|Dead C|Love
649083|10/1/2008 21:10|Dead C - Harsh 70s Reality|Dead C|Constellation
649084|10/1/2008 21:11|Spoon Live at the Fillmore West|Spoon|I Summon You
649085|10/1/2008 21:11|Spoon Live at the Fillmore West|Spoon|Black Like Me
649086|10/1/2008 21:12|Spoon Live at the Fillmore West|Spoon|Beast and Dragon, Adored
649087|10/1/2008 21:12|Spoon Live at the Fillmore West|Spoon|Don't Make Me A Target
649088|10/1/2008 21:12|Spoon Live at the Fillmore West|Spoon|Utilitarian
649089|10/1/2008 21:13|Spoon Live at the Fillmore West|Spoon|They Never Got You
649090|10/1/2008 21:13|Spoon Live at the Fillmore West|Spoon|Two Sides of Monsieur Valentine
649091|10/1/2008 21:14|Spoon Live at the Fillmore West|Spoon|Ghost of You Lingers
649092|10/1/2008 21:14|dos birthday randomness|Kings of Leon|Sex On Fire
649093|10/1/2008 21:14|dos birthday randomness|Lindsey Buckingham|Gift of Screws
649094|10/1/2008 21:15|dos birthday randomness|BOAT|Four Beds for BOAT
649095|10/1/2008 21:15|dos birthday randomness|Jem|Crazy
649096|10/1/2008 21:18|Spoon Live at the Fillmore West|Spoon|You Got Your Cherry Bomb
649097|10/1/2008 21:18|Spoon Live at the Fillmore West|Spoon|Rhythm & Soul
649098|10/1/2008 21:19|Spoon Live at the Fillmore West|Spoon|Written in Reverse
649099|10/1/2008 21:20|Spoon Live at the Fillmore West|Spoon|Finer Feelings
649100|10/1/2008 21:20|Spoon Live at the Fillmore West|Spoon|I Turn My Camera On
649101|10/1/2008 21:20|Spoon Live at the Fillmore West|Spoon|Who Makes Your Money
649102|10/1/2008 21:21|Spoon Live at the Fillmore West|Spoon|Jonathon Fisk
649103|10/1/2008 21:21|Spoon Live at the Fillmore West|Spoon|Delicate Place
649104|10/1/2008 21:22|Spoon Live at the Fillmore West|Spoon|Don't You Evah
649105|10/1/2008 21:22|Spoon Live at the Fillmore West|Spoon|Rocks Off
649106|10/1/2008 21:23|Spoon Live at the Fillmore West|Spoon|Chicago at Night
649107|10/1/2008 21:23|Spoon Live at the Fillmore West|Spoon|Stay Don't Go
649108|10/1/2008 21:24|Spoon Live at the Fillmore West|Spoon|Me and the Bean
649109|10/1/2008 21:24|Spoon Live at the Fillmore West|Spoon|Intro
649110|10/1/2008 21:24|Spoon Live at the Fillmore West|Spoon|Peace Like A River
649111|10/1/2008 21:24|Spoon Live at the Fillmore West|Spoon|Underdog
649112|10/1/2008 21:25|Laura Warshauer|LauraWarshauer|December Night
649113|10/1/2008 21:26|Laura Warshauer|LauraWarshauer|Sweet 17
649114|10/1/2008 21:26|Code Zebra|Fake Blood x David Bowie|Fake Life on Mars (Zebo Mix)
649115|10/1/2008 21:27|Calexico - Carried To Dust (2008)|Calexico|Writer's Minor Holiday
649116|10/1/2008 21:27|Code Zebra|The Tough Alliance|Neo Violence (Laidback Luke Remix)
649117|10/1/2008 21:27|Calexico - Carried To Dust (2008)|Calexico|Two Silver Trees
649118|10/1/2008 21:27|Calexico - Carried To Dust (2008)|Iron & Wine With Calexico|Dark Eyes
649119|10/1/2008 21:28|Uilab - St.Elmos Fire|Uilab|St. Elmo's Fire (Radio)
649120|10/1/2008 21:32|Audio: Black Milk feat. Sean Price, Pharoah Monche, & DJ Premier|Black Milk|The Matrix (Ft. Pharoahe Monch, Sean Price & DJ Premier)
649121|10/1/2008 21:47|Crystal Stilts Hit the Road|Crystal Stilts|The SinKing
649122|10/1/2008 21:51|Some Deadly Drums.|Tricky|Council Estate (Drums Of Death Remix)
649123|10/1/2008 21:52|Marco Paul - Starshine|Marco Paul|Starshine
649124|10/1/2008 21:54|Julia Shammas Holter - Willow-Weep|Julia Shammas Holter|Willow-Weep
649125|10/1/2008 21:55|Chromeo, The Bloody Beetroots, and Peanut Butter Wolf @ Webster Hall on 10-2-08|Chromeo|Destination Overdrive
649126|10/1/2008 21:56|The Teenagers Return to NYC?!?|The Teenagers|We Are The Teenagers
649127|10/1/2008 21:58|Blank Blue - UP! (Alternate Acoustic)|Blank Blue|Sonic What! (alternate acoustic)
649130|10/1/2008 22:00|Rollo & Grady // Voices Of Angels Volume #7|Catherine Feeny|Cry for Me
649131|10/1/2008 22:01|Rollo & Grady // Voices Of Angels Volume #7|Alela Diane|Daytrotter Sessions, The Alder Trees (Daytrotter Sessions)
649132|10/1/2008 22:01|Langhorne Slim - Diamonds & Gold|Langhorne Slim|Spinning Compass
649133|10/1/2008 22:02|Langhorne Slim - Diamonds & Gold|Langhorne Slim|Worries
649135|10/1/2008 22:02|The View // Wasted Little DJ’s|The View|Wasted Little DJ's
649136|10/1/2008 22:02|The View // Wasted Little DJ’s|Pete Doherty|Grace Wastelands
649137|10/1/2008 22:03|Pelican City - The Chilling Effect|Pelican City|The Search
649138|10/1/2008 22:04|Jesus: B-Boy|Ben Mono (Feat. Jemeni)|Jesus Was A B-Boy (Moulinex Remix)
649139|10/1/2008 22:06|Jesus: B-Boy|The Twelves|I Feel Fine
649140|10/1/2008 22:06|Jesus: B-Boy|Metronomy|A Thing For Me (Breakbot's B-LIVE Miami Mix)
649142|10/1/2008 22:08|Jesus: B-Boy|The Count & Sinden|Hardcore Girls [featuring Rye Rye] (Don Rimini Nasty Boy Mix)
649143|10/1/2008 22:10|Jesus: B-Boy|Shinichi Osawa|Maximum Joy (Van She Remix)
649144|10/1/2008 22:14|Jesus: B-Boy|Dragonette|Competition (Whip Vocal Remix)
649145|10/1/2008 22:15|Reckoner (DOP Remix)|Radiohead|Reckoner (DOP Remix)
649146|10/1/2008 22:16|Jesus: B-Boy|White Lies|Death (Crystal Castles Remix)
649150|10/1/2008 22:19|PMA College Music Project: UCLA - Los Angeles, CA|Weezer|Pork and Beans
649151|10/1/2008 22:20|PMA College Music Project: UCLA - Los Angeles, CA|Cut Copy|Lights And Music
649152|10/1/2008 22:20|PMA College Music Project: UCLA - Los Angeles, CA|Black Kids|Hit the Heartbreaks
649153|10/1/2008 22:21|DiscoTech does Kanye + Chris Martin! Yeah!|Kanye West Feat. Chris Martin|Homecoming (DiscoTech Remix)
649157|10/1/2008 22:22|Untitled Zeppelin post (take 8)||01-untitled instrumental
649158|10/1/2008 22:23|Untitled Zeppelin post (take 8)||36-Midnight Moonlight
649159|10/1/2008 22:23|The Daily Graboid|XX Teens|Darlin'
649160|10/1/2008 22:23|The Daily Graboid|Ani DiFranco|Emancipated Minor
649161|10/1/2008 22:23|The Daily Graboid|Chairlift|Evident Utensil
649162|10/1/2008 22:24|The Daily Graboid|Tigers Can Bite You|Hawks
649163|10/1/2008 22:24|The Daily Graboid|Dear And The Headlights|I'm Not Crying. You're Not Crying, Are You?
649164|10/1/2008 22:24|Spoon Set To Play One-Off Show at The Parish|Spoon|The Way We Get By
649165|10/1/2008 22:25|The Daily Graboid|Dungen|Satt Att Se
649166|10/1/2008 22:25|The Daily Graboid|Absentee|Bitchstealer
649167|10/1/2008 22:25|The Daily Graboid|Populous & Short Stories|Only Hope
649168|10/1/2008 22:25|The Daily Graboid|Rademacher|JAXART, If U Know
649169|10/1/2008 22:26|ween Wednesday!!!!!!!!! .05|Ween|Pork Roll Egg and Cheese
649170|10/1/2008 22:26|The Daily Graboid|Madlib The Beat Konducta|The Ox (805)
649171|10/1/2008 22:26|The Daily Graboid|Whitley|A Shot To The Stars
649172|10/1/2008 22:27|The Daily Graboid|The Western States Motel|Oh World
649173|10/1/2008 22:27|The Daily Graboid|Koushik|Bright and Shining
649174|10/1/2008 22:27|The Daily Graboid|Joseph Arthur & the Lonely Astronauts|Temporary People
649175|10/1/2008 22:27|The Daily Graboid|Mercury Rev|Senses On Fire
649177|10/1/2008 22:28|new songs, albums from o'death & brett dennen|brett dennen|make you crazy (w/ femi kuti)
649178|10/1/2008 22:29|"mp-FREE: Some remixes of Big Gipp's Hot"""""|Big Gipp|Hot (Rob Wonder remix)
649179|10/1/2008 22:29|"mp-FREE: Some remixes of Big Gipp's Hot"""""|Big Gipp|Hot (Treasure Fingers remix)
649180|10/1/2008 22:30|Your 33 Black Angels|Your 33 Black Angels|New Song
649181|10/1/2008 22:30|"mp-FREE: Some remixes of Big Gipp's Hot"""""|Big Gipp|Hot (Klever remix)
649182|10/1/2008 22:32|Pelican City - The Chilling Effect|Pelican City|The Fool (Neutral Milk Hotel) A Pelican City Experiment)
649184|10/1/2008 22:35|Barbara Carlotti - L'Ideal|Barbara Carlotti|Pour la nature
649191|10/1/2008 23:23|Whiskeytown :: Bottom Of The Hill, San Francisco|Whiskeytown|Drank Like A River --- Just One More Time
649192|10/1/2008 23:24|Whiskeytown :: Bottom Of The Hill, San Francisco|Whiskeytown|Losering
