ssnumber|songid|post_title|song_artist|song_title
075990527879|432395|NEVER LET ME DOWN AGAIN|DEPECHE MODE|NEVER LET ME DOWN AGAIN
075990528134|17530869|THE ADVENTURES OF RAIN DANCE MAGGIE|RED HOT CHILI PEPPERS|THE ADVENTURES OF RAIN DANCE MAGGIE
075990528134|17851746|MONARCHY OF ROSES|RED HOT CHILI PEPPERS|MONARCHY OF ROSES
075990528134|17851751|LOOK AROUND|RED HOT CHILI PEPPERS|LOOK AROUND
075990528239|17714863|IT GIRL|JASON DERULO|IT GIRL
075990528239|17007861|DON'T WANNA GO HOME|JASON DERULO|DON'T WANNA GO HOME
075990528239|18048137|BREATHING|JASON DERULO|BREATHING
075990528278|17469508|SHE BE PUTTIN ON|GUCCI MANE &amp; WAKA FLOCKA FLAME FEAT. SLIM DUNKIN|SHE BE PUTTIN ON
075990528278|17663793|FERRARI BOYZ|GUCCI MANE & WAKA FLOCKA FLAME|FERRARI BOYZ
075990528278|17663794|15TH AND THE 1ST|GUCCI MANE & WAKA FLOCKA FLAME FEAT. YG HOODIE|15TH AND THE 1ST
075990528614|109179|ONE WEEK|BARENAKED LADIES|ONE WEEK
075990528614|109185|IF I HAD $1,000,000|BARENAKED LADIES|IF I HAD $1,000,000
075990528614|109180|PINCH ME|BARENAKED LADIES|PINCH ME
075990528687|18352697|LOTUS FLOWER BOMB|WALE FEAT. MIGUEL|LOTUS FLOWER BOMB
075990528687|16949753|THAT WAY|WALE FEAT. JEREMIH & RICK ROSS|THAT WAY
075990528687|18426389|AMBITION|WALE FEAT. MEEK MILL & RICK|AMBITION
075990529049|5787766|CALL IT OFF|TEGAN AND SARA|CALL IT OFF
075990529049|743846|I KNOW I KNOW I KNOW|TEGAN AND SARA|I KNOW I KNOW I KNOW
075990529049|5787762|NINETEEN|TEGAN AND SARA|NINETEEN
075990529088|2014791|LOSING MY RELIGION|R.E.M.|LOSING MY RELIGION
075990529088|584642|IT'S THE END OF THE WORLD AS WE KNOW IT (AND I FEEL FINE)|R.E.M.|IT'S THE END OF THE WORLD AS WE KNOW IT (AND I FEEL FINE)
075990529088|3489213|EVERYBODY HURTS|R.E.M.|EVERYBODY HURTS
075990894239|421021|PERSONAL JESUS|DEPECHE MODE|PERSONAL JESUS
075990894239|432397|STRANGELOVE|DEPECHE MODE|STRANGELOVE
075990894239|432395|NEVER LET ME DOWN AGAIN|DEPECHE MODE|NEVER LET ME DOWN AGAIN
076741559902|3202513|CAN YOU STAND THE RAIN|NEW EDITION|CAN YOU STAND THE RAIN
076741559902|3193462|COOL IT NOW |NEW EDITION|COOL IT NOW 
076741559902|3202480|IF IT ISN''T LOVE|NEW EDITION|IF IT ISN''T LOVE
076741625702|18536139|MR. WRONG|MARY J. BLIGE FEAT. DRAKE |MR. WRONG
076741625702|16452845|SOMEONE TO LOVE ME (NAKED)|MARY J. BLIGE FEAT. DIDDY   & LIL WAYNE|SOMEONE TO LOVE ME (NAKED)
076741625702|17326374|THE LIVING PROOF|MARY J BLIGE|THE LIVING PROOF
076920061972|1380150|GRAVITY'S GONE|DRIVE BY TRUCKERS|GRAVITY'S GONE
076920061972|1379867|CARL PERKINS' CADILLAC|DRIVE BY TRUCKERS|CARL PERKINS' CADILLAC
076920061972|6967607|THE RIGHTEOUS PATH|DRIVE BY TRUCKERS|THE RIGHTEOUS PATH
077770026132|428733|WISH YOU WERE HERE|PINK FLOYD|WISH YOU WERE HERE
077770026132|445809|COMFORTABLY NUMB|PINK FLOYD|COMFORTABLY NUMB
077770026132|585707|ANOTHER BRICK IN THE WALL (PART II)|PINK FLOYD|ANOTHER BRICK IN THE WALL (PART II)
077770027663|504458|GOOD VIBRATIONS|THE BEACH BOYS|GOOD VIBRATIONS
077770027663|582807|HEROES AND VILLAINS|THE BEACH BOYS|HEROES AND VILLAINS
077770027663|606374|SURF'S UP|THE BEACH BOYS|SURF'S UP
077770027679|540503|THAT'S AMORE |DEAN MARTIN|THAT'S AMORE 
077770027679|584590|AIN'T THAT A KICK IN THE HEAD|DEAN MARTIN|AIN'T THAT A KICK IN THE HEAD
077770027679|438381|MAMBO ITALIANO|DEAN MARTIN|MAMBO ITALIANO
077770028961|595377|HIGH HOPES|PINK FLOYD|HIGH HOPES
077770028961|627450|TAKE IT BACK|PINK FLOYD|TAKE IT BACK
077770028961|595389|KEEP TALKING|PINK FLOYD|KEEP TALKING
077770070635|14441408|WRITTEN IN THE STARS |TINIE TEMPAH FEAT. ERIC TURNER|WRITTEN IN THE STARS 
077770070635|17308214|TILL I'M GONE|TINIE TEMPAH FEAT. WIZ KHALIFA|TILL I'M GONE
077770070635|14562637|MIAMI 2 IBIZA|SWEDISH HOUSE MAFIA VS. TINIE TEMPAH|MIAMI 2 IBIZA
077770082598|424469|IT MUST HAVE BEEN LOVE|ROXETTE|IT MUST HAVE BEEN LOVE
077770082598|423246|LISTEN TO YOUR HEART|ROXETTE|LISTEN TO YOUR HEART
077770082598|2439471|THE LOOK|ROXETTE|THE LOOK
077770094266|17398878|SPRINGSTEEN|ERIC CHURCH|SPRINGSTEEN
077770094266|17398872|DRINK IN MY HAND|ERIC CHURCH|DRINK IN MY HAND
077770094266|16012664|HOMEBOY|ERIC CHURCH|HOMEBOY
077770293372|437784|BEFORE I LET GO|MAZE FEAT. FRANKIE BEVERLY|BEFORE I LET GO
077770293372|437774|WE ARE ONE|MAZE FEAT. FRANKIE BEVERLY|WE ARE ONE
077770293372|584932|JOY AND PAIN|MAZE FEAT. FRANKIE BEVERLY|JOY AND PAIN
077770678830|17714017|TITANIUM |DAVID GUETTA FEAT. SIA |TITANIUM 
077770678830|17714020|WITHOUT YOU|DAVID GUETTA FEAT. USHER |WITHOUT YOU
077770678830|17714019|TURN ME ON|DAVID GUETTA FEAT. NICKI MINAJ |TURN ME ON
077770680407|601393|THE WAY YOU LOOK TONIGHT|FRANK SINATRA|THE WAY YOU LOOK TONIGHT
077770680407|7604393|THEME FROM NEW YORK, NEW YORK|FRANK SINATRA|THEME FROM NEW YORK, NEW YORK
077770680407|139199|MY WAY|FRANK SINATRA|MY WAY
077770704122|16457924|COUNTRY GIRL (SHAKE IT FOR ME)|LUKE BRYAN|COUNTRY GIRL (SHAKE IT FOR ME)
077770704122|17469055|DRUNK ON YOU|LUKE BRYAN|DRUNK ON YOU
077770704122|17469057|I DON'T WANT THIS NIGHT TO END|LUKE BRYAN|I DON'T WANT THIS NIGHT TO END
077770781922|14597983|FREE|GRAFFITI6|FREE
077770781922|13168251|STONE IN MY HEART|GRAFFITI6|STONE IN MY HEART
077770781922|14107137|ANNIE YOU SAVE ME |GRAFFITI6|ANNIE YOU SAVE ME 
077770965112|3493403|JANE SAYS|JANE'S ADDICTION|JANE SAYS
077770965112|3493465|BEEN CAUGHT STEALING|JANE'S ADDICTION|BEEN CAUGHT STEALING
077770965112|3493410|MOUNTAIN SONG|JANE'S ADDICTION|MOUNTAIN SONG
078030270259|17530994|LOST AND FOUND|KATIE HERZIG|LOST AND FOUND
078030270259|17393633|FREE MY MIND|KATIE HERZIG|FREE MY MIND
078030270259|15910533|BEST DAY OF YOUR LIFE|KATIE HERZIG|BEST DAY OF YOUR LIFE
078570229765|18229225|WHAT GOOD CAN DRINKIN' DO|CAROLYN WONDERLAND|WHAT GOOD CAN DRINKIN' DO
078570229765|18229230|DUST MY BROOM|CAROLYN WONDERLAND|DUST MY BROOM
078570229765|18229228|ST. MARKS|CAROLYN WONDERLAND|ST. MARKS
078630061813|18231738|CRAWLING BACK TO YOU|DAUGHTRY|CRAWLING BACK TO YOU
078630061813|18287692|OUTTA MY HEAD|DAUGHTRY|OUTTA MY HEAD
078630061813|18287695|START OF SOMETHING GOOD|DAUGHTRY|START OF SOMETHING GOOD
078830349469|18774616|SKYLINE|CHRIS WEBBY|SKYLINE
078830349469|18774615|WHAT I DO|CHRIS WEBBY|WHAT I DO
078830349469|18774620|BOUNCE|CHRIS WEBBY|BOUNCE
079400231547|1187221|BAD THINGS|JACE EVERETT|BAD THINGS
079400231547|4037834|9 CRIMES|DAMIEN RICE|9 CRIMES
079400231547|12393823|PARADISE CIRCUS|MASSIVE ATTACK|PARADISE CIRCUS
079640150040|3284115|TEN ROUNDS WITH JOSE QUERVO|TRACY BYRD|TEN ROUNDS WITH JOSE QUERVO
079640150040|897701|WHISKEY RIVER|WILLIE NELSON|WHISKEY RIVER
079640150040|1227224|BEER RUN|TODD SNIDER|BEER RUN
079640250098|15181873|HEAVEN ON EARTH|MICAH STAMPLEY|HEAVEN ON EARTH
079640250098|17663412|WORTHY|MICAH STAMPLEY|WORTHY
079640250098|17655338|SHOUT|MICAH STAMPLEY|SHOUT
079894829423|1894977|I WANT TO KNOW WHAT LOVE IS|FOREIGNER|I WANT TO KNOW WHAT LOVE IS
079894829423|1894974|JUKEBOX HERO|FOREIGNER|JUKEBOX HERO
079894829423|1894975|HOT BLOODED|FOREIGNER|HOT BLOODED
079990044482|16710901|I BELIEVE|THE BOOK OF MORMON ORIGINAL BROADWAY CAST|I BELIEVE
079990044482|16710898|HELLO!|BOOK OF MORMON ORIGINAL BROADWAY CAST|HELLO!
079990044482|16710897|HASA DIGA EEBOWAI|BOOK OF MORMON ORIGINAL BROADWAY CAST|HASA DIGA EEBOWAI
079990092542|8177242|LOVE SONG|KIDZ BOP KIDS|LOVE SONG
079990092542|3311998|HEAVEN|KIDZ BOP KIDS|HEAVEN
079990092542|9580032|FOREVER|KIDZ BOP KIDS|FOREVER
079990389452|17536915|ANYTHING GOES|ANYTHING GOES 2011 BROADWAY CAST|ANYTHING GOES
079990389452|17536930|YOU'RE THE TOP|ANYTHING GOES 2011 BROADWAY CAST|YOU'RE THE TOP
079990389452|17536917|BLOW, GABRIEL, BLOW|ANYTHING GOES 2011 BROADWAY CAST|BLOW, GABRIEL, BLOW
080340312100|17715118|BEGGAR IN THE MORNING|THE BARR BROTHERS|BEGGAR IN THE MORNING
080340312100|17906997|OLD MYTHOLOGIES|THE BARR BROTHERS|OLD MYTHOLOGIES
080340312100|17906998|GIVE THE DEVIL BACK HIS HEART|THE BARR BROTHERS|GIVE THE DEVIL BACK HIS HEART
080880221732|16595701|FOR 12|OTHER LIVES|FOR 12
080880221732|16595702|TAMER ANIMALS|OTHER LIVES|TAMER ANIMALS
080880221732|16595703|DUST BOWL III|OTHER LIVES|DUST BOWL III
080880221750|3145954|THOSE DAMNED BLUE COLLAR TWEEK|PRIMUS|THOSE DAMNED BLUE COLLAR TWEEK
080880221750|17918106|JILLY'S ON SMACK|PRIMUS|JILLY'S ON SMACK
080880221750|17918107|LEE VAN CLEEF|PRIMUS|LEE VAN CLEEF
080880221751|4923032|BETTER THAN |JOHN BUTLER TRIO|BETTER THAN 
080880221751|2094640|ZEBRA|JOHN TRIO BUTLER|ZEBRA
080880221751|9061319|USED TO GET HIGH|JOHN TRIO BUTLER|USED TO GET HIGH
080880221752|17179764|SUNSET IN JULY|311|SUNSET IN JULY
080880221752|17321312|COUNT ME IN|311|COUNT ME IN
080880221752|17321310|TIME BOMB|311|TIME BOMB
080880221755|17717597|HALF MOON|BLIND PILOT|HALF MOON
080880221755|17717600|WE ARE THE TIDE|BLIND PILOT|WE ARE THE TIDE
080880221755|17717598|ALWAYS|BLIND PILOT|ALWAYS
081030846185|13976768|LETS DO IT AGAIN|J. BOOG|LETS DO IT AGAIN
081030846185|15755564|SUNSHINE GIRL|J. BOOG|SUNSHINE GIRL
081030846185|17130785|EVERY LITTLE THING|J. BOOG|EVERY LITTLE THING
081030948458|18099955|PARTY ON FIFTH AVE.|MAC MILLER|PARTY ON FIFTH AVE.
081030948458|17898455|FRICK PARK MARKET|MAC MILLER|FRICK PARK MARKET
081030948458|18099957|SMILE BACK|MAC MILLER|SMILE BACK
081220179764|897421|ALL I HAVE TO DO IS DREAM|EVERLY BROTHERS|ALL I HAVE TO DO IS DREAM
081220179764|897419|BYE BYE LOVE|EVERLY BROTHERS|BYE BYE LOVE
081220179764|897420|WAKE UP, LITTLE SUSIE|EVERLY BROTHERS|WAKE UP, LITTLE SUSIE
081220466590|733590|HOW SOON IS NOW?|SMITHS|HOW SOON IS NOW?
081220466590|9074873|PLEASE PLEASE PLEASE LET ME GET WHAT I WANT|SMITHS|PLEASE PLEASE PLEASE LET ME GET WHAT I WANT
081220466590|733594|THERE IS A LIGHT THAT NEVER GO|SMITHS|THERE IS A LIGHT THAT NEVER GO
081220528530|17980081|LAYLA|WYNTON  MARSALIS & ERIC CLAPTON|LAYLA
081220528530|17980082|JOLIET BOUND|WYNTON  MARSALIS & ERIC CLAPTON|JOLIET BOUND
081220528530|17980075|ICE CREAM|WYNTON  MARSALIS & ERIC CLAPTON|ICE CREAM
081220528639|2071478|BERTHA|GRATEFUL DEAD|BERTHA
081220528639|2071273|NOT FADE AWAY|GRATEFUL DEAD|NOT FADE AWAY
081220528639|2071269|PLAYING IN THE BAND|GRATEFUL DEAD|PLAYING IN THE BAND
081980070900|16871916|SWERVE... THE REEPING OF ALL T|SHABAZZ PALACES|SWERVE... THE REEPING OF ALL T
081980070900|16655664|AN ECHO FROM THE HOSTS THAT PR|SHABAZZ PALACES|AN ECHO FROM THE HOSTS THAT PR
081980070900|16871909|ARE YOU... CAN YOU... WERE YOU|SHABAZZ PALACES|ARE YOU... CAN YOU... WERE YOU
081980070945|17183705|AMOR FATI|WASHED OUT|AMOR FATI
081980070945|16876385|EYES BE CLOSED|WASHED OUT|EYES BE CLOSED
081980070945|17183709|YOU AND I|WASHED OUT|YOU AND I
081980070949|17918717|LOVE THE WAY YOU WALK AWAY|BLITZEN TRAPPER|LOVE THE WAY YOU WALK AWAY
081980070949|17918715|MIGHT FIND IT CHEAP|BLITZEN TRAPPER|MIGHT FIND IT CHEAP
081980070949|17918716|FLETCHER|BLITZEN TRAPPER|FLETCHER
081980070950|17918732|COMING DOWN|DUM DUM GIRLS|COMING DOWN
081980070950|17918727|BEDROOM EYES|DUM DUM GIRLS|BEDROOM EYES
081980070950|17918728|JUST A CREEP|DUM DUM GIRLS|JUST A CREEP
083060210932|15928511|WHERE I BELONG|BUILDING 429|WHERE I BELONG
083060210932|15928509|LISTEN TO THE SOUND|BUILDING 429|LISTEN TO THE SOUND
083060210932|15928507|RIGHT BESIDE YOU|BUILDING 429|RIGHT BESIDE YOU
084970679745|16357793|ALL THE POOR AND POWERLESS|ALL SONS AND DAUGHTERS|ALL THE POOR AND POWERLESS
084970679745|16357794|BROKENNESS ASIDE|SONS &AMP; DAUGHTERS|BROKENNESS ASIDE
084970679745|16703862|REASON TO SING|ALL SONS AND DAUGHTERS|REASON TO SING
086440031605|13031866|NIGHTCALL|KAVINSKY & LOVEFOXXX|NIGHTCALL
086440031605|12349028|A REAL HERO|COLLEGE|A REAL HERO
086440031605|10886101|UNDER YOUR SPELL|DESIRE|UNDER YOUR SPELL
086440130074|817513|SMACK MY BITCH UP|THE PRODIGY|SMACK MY BITCH UP
086440130074|817640|BREATHE|THE PRODIGY|BREATHE
086440130074|817656|FIRESTARTER|THE PRODIGY|FIRESTARTER
086440133216|3368847|WAITING ON THE WORLD TO CHANGE|JOHN MAYER|WAITING ON THE WORLD TO CHANGE
086440133216|6651941|SAY|JOHN MAYER|SAY
086440133216|451569|DAUGHTERS|JOHN MAYER|DAUGHTERS
086440430145|12190876|KING OF DIAMONDS|MOTOPONY|KING OF DIAMONDS
086440430145|16770157|WAIT FOR ME|MOTOPONY|WAIT FOR ME
086440430145|12397762|SEER|MOTOPONY|SEER
086440430992|16644268|GET IT DADDY|SLEEPER AGENT|GET IT DADDY
086440430992|17393856|GET BURNED|SLEEPER AGENT|GET BURNED
086440430992|17393829|THAT'S MY BABY|SLEEPER AGENT|THAT'S MY BABY
086440631671|3339381|BRICK|BEN FOLDS FIVE|BRICK
086440631671|3351240|THE LUCKIEST|BEN FOLDS|THE LUCKIEST
086440631671|8454436|YOU DON'T KNOW ME|BEN FOLDS FEAT. REGINA SPEKTOR |YOU DON'T KNOW ME
086440731404|14451683|KATY ON A MISSION|KATY B.|KATY ON A MISSION
086440731404|14721444|PERFECT STRANGER|MAGNETIC MAN FEAT. KATY B|PERFECT STRANGER
086440731404|15328338|LIGHTS ON|KATY B FEAT. MS DYNAMITE|LIGHTS ON
086970256801|18046888|STRONGER (WHAT DOESN'T KILL YOU)|KELLY CLARKSON|STRONGER (WHAT DOESN'T KILL YOU)
086970256801|14950528|DON'T YOU WANNA STAY|JASON W/KELLY CLARKSON ALDEAN|DON'T YOU WANNA STAY
086970256801|17917288|MR. KNOW IT ALL|KELLY CLARKSON|MR. KNOW IT ALL
086970257920|17403972|WORKOUT|J. COLE|WORKOUT
086970257920|18032047|CAN'T GET ENOUGH|J. COLE FEAT. TREY SONGZ|CAN'T GET ENOUGH
086970257920|18046808|NOBODY'S PERFECT|J. COLE FEAT. MISSY ELLIOTT |NOBODY'S PERFECT
086970261901|3348575|PIANO MAN|BILLY JOEL|PIANO MAN
086970261901|3377056|SHE'S GOT A WAY|BILLY JOEL|SHE'S GOT A WAY
086970261901|3367767|CAPTAIN JACK|BILLY JOEL|CAPTAIN JACK
086970274341|16252666|VIRGIN|MANCHESTER ORCHESTRA|VIRGIN
086970274341|16067088|SIMPLE MATH|MANCHESTER ORCHESTRA|SIMPLE MATH
086970274341|16252659|APRIL FOOL|MANCHESTER ORCHESTRA|APRIL FOOL
086970277986|3341085|STONE IN LOVE|JOURNEY|STONE IN LOVE
086970277986|3379526|FEELING THAT WAY|JOURNEY|FEELING THAT WAY
086970277986|3379524|ANYTIME|JOURNEY|ANYTIME
086970281420|16320245|MIDNIGHT IN HARLEM|TEDESCHI TRUCKS BAND|MIDNIGHT IN HARLEM
086970281420|16320243|LEARN HOW TO LOVE|TEDESCHI TRUCKS BAND|LEARN HOW TO LOVE
086970281420|16320239|BOUND FOR GLORY|DEREK  TRUCKS & SUSAN TEDESCHI|BOUND FOR GLORY
086970281554|16457716|GIVE ME EVERYTHING|PITBULL FEAT. NE-YO, AFROJACK & NAYER|GIVE ME EVERYTHING
086970281554|14743279|HEY BABY|PITBULL FEAT. T-PAIN|HEY BABY
086970281554|17065606|INTERNATIONAL LOVE|PITBULL FEAT. CHRIS BROWN|INTERNATIONAL LOVE
086970281997|14162723|YOU DON'T KNOW ME|MICHAEL GRIMM FEAT. MCKENNA MEDLEY |YOU DON'T KNOW ME
086970281997|16378092|FALLIN'|MICHAEL GRIMM|FALLIN'
086970281997|16378094|STAY WITH ME|MICHAEL GRIMM|STAY WITH ME
086970282406|17917765|PROMISE|ROMEO SANTOS FEAT. USHER |PROMISE
086970282406|16871347|YOU|ROMEO SANTOS|YOU
086970282406|18225167|MI SANTA|ROMEO SANTOS FEAT. TOMATITO |MI SANTA
086970285497|16007816|TOMORROW|CHRIS YOUNG|TOMORROW
086970285497|16871208|YOU|CHRIS YOUNG|YOU
086970285497|16871203|NEON|CHRIS YOUNG|NEON
086970285762|16007788|BLEED RED|RONNIE DUNN|BLEED RED
086970285762|16457722|COST OF LIVIN'|RONNIE DUNN|COST OF LIVIN'
086970285762|16457728|LET THE COWBOY ROCK|RONNIE DUNN|LET THE COWBOY ROCK
086970286254|3269821|CRASH INTO ME|DAVE BAND MATTHEWS|CRASH INTO ME
086970286254|10296379|FUNNY THE WAY IT IS|DAVE BAND MATTHEWS|FUNNY THE WAY IT IS
086970286254|3265363|GREY STREET|DAVE BAND MATTHEWS|GREY STREET
086970286257|3335946|THE WAY WE WERE|BARBRA STREISAND|THE WAY WE WERE
086970286257|3343601|YOU DON'T BRING ME FLOWERS|BARBRA STREISAND|YOU DON'T BRING ME FLOWERS
086970286257|3348179|PAPA, CAN YOU HEAR ME?|BARBARA STREISAND|PAPA, CAN YOU HEAR ME?
086970289328|8909690|WHATEVER YOU LIKE|WEIRD AL YANKOVIC|WHATEVER YOU LIKE
086970289328|16774267|PARTY IN THE CIA|WEIRD AL YANKOVIC|PARTY IN THE CIA
086970289328|16774268|PERFORM THIS WAY|WEIRD AL YANKOVIC|PERFORM THIS WAY
086970289547|16523473|BAREFOOT BLUE JEAN NIGHT|JAKE OWEN|BAREFOOT BLUE JEAN NIGHT
086970289547|17325903|ALONE WITH YOU|JAKE OWEN|ALONE WITH YOU
086970289547|17325911|THE ONE THAT GOT AWAY|JAKE OWEN|THE ONE THAT GOT AWAY
086970289571|17325974|CREO EN TI|REIK|CREO EN TI
086970289571|16457717|PELIGRO|REIK|PELIGRO
086970289571|17325982|TU MIRADA|REIK|TU MIRADA
086970289852|2080011|HE STOPPED LOVING HER TODAY|GEORGE JONES|HE STOPPED LOVING HER TODAY
086970289852|1487524|WHITE LIGHTNING|GEORGE JONES|WHITE LIGHTNING
086970289852|2080006|WHO'S GONNA FILL THEIR SHOES|GEORGE JONES|WHO'S GONNA FILL THEIR SHOES
086970290454|802648|BY YOUR SIDE|SADE|BY YOUR SIDE
086970290454|802643|NO ORDINARY LOVE|SADE|NO ORDINARY LOVE
086970290454|802789|SMOOTH OPERATOR|SADE|SMOOTH OPERATOR
086970290589|18047067|OVER YOU|MIRANDA LAMBERT|OVER YOU
086970290589|17715266|BAGGAGE CLAIM|MIRANDA LAMBERT|BAGGAGE CLAIM
086970290589|18047061|FASTEST GIRL IN TOWN|MIRANDA LAMBERT|FASTEST GIRL IN TOWN
086970290898|451566|REDNECK WOMAN|GRETCHEN WILSON|REDNECK WOMAN
086970290898|3363962|HERE FOR THE PARTY|GRETCHEN WILSON|HERE FOR THE PARTY
086970290898|3367148|ALL JACKED UP|GRETCHEN WILSON|ALL JACKED UP
086970290902|3153412|I WANNA KNOW|JOE|I WANNA KNOW
086970290902|5005748|IF I WAS YOUR MAN|JOE|IF I WAS YOUR MAN
086970290902|731682|ALL THE THINGS (YOUR MAN WON'T|JOE|ALL THE THINGS (YOUR MAN WON'T
086970291444|139140|CAN'T HELP FALLING IN LOVE|ELVIS PRESLEY|CAN'T HELP FALLING IN LOVE
086970291444|2029457|SUSPICIOUS MINDS|ELVIS PRESLEY|SUSPICIOUS MINDS
086970291444|139143|HOUND DOG|ELVIS PRESLEY|HOUND DOG
086970292171|16583003|POR SER TU MUJER|NATALIA JIMENEZ|POR SER TU MUJER
086970292171|17179804|SI NO ESTA USTED|NATALIA JIMENEZ|SI NO ESTA USTED
086970292171|17179765|ENCIERRAME|NATALIA JIMENEZ|ENCIERRAME
086970292451|17065582|MAGNETO|HENRY JACKMAN|MAGNETO
086970292451|17065579|FIRST CLASS|HENRY JACKMAN|FIRST CLASS
086970292451|17065580|FRANKENSTEIN'S MONSTER|HENRY JACKMAN|FRANKENSTEIN'S MONSTER
086970293618|2477126|PURPLE HAZE|JIMI HENDRIX|PURPLE HAZE
086970293618|1272837|VOODOO CHILD (SLIGHT RETURN)|JIMI HENDRIX|VOODOO CHILD (SLIGHT RETURN)
086970293618|3190761|HEY JOE|JIMI HENDRIX|HEY JOE
086970295511|17971030|VALES POR TRES|LOS CUATES DE SINALOA|VALES POR TRES
086970295511|17971026|EL MERCENARIO[ALBUM VERSION]|LOS CUATES DE SINALOA|EL MERCENARIO[ALBUM VERSION]
086970295511|17971029|EL MUNDO SE VA A ACABAR[ALBUM|LOS CUATES DE SINALOA|EL MUNDO SE VA A ACABAR[ALBUM
086970295979|18232191|WE THREE KINGS|PENTATONIX|WE THREE KINGS
086970295979|18232180|INFANT HOLY, INFANT LOWLY|VOCAL POINT|INFANT HOLY, INFANT LOWLY
086970295979|18232168|ALL I WANT FOR CHRISTMAS IS YO|DELILAH (SING-OFF GROUP)|ALL I WANT FOR CHRISTMAS IS YO
086970296252|18108038|SOMEONE TO WATCH OVER ME|SUSAN BOYLE|SOMEONE TO WATCH OVER ME
086970296252|18108040|UNCHAINED MELODY|SUSAN BOYLE|UNCHAINED MELODY
086970296252|18108036|MAD WORLD|SUSAN BOYLE|MAD WORLD
086970296516|3350526|KODACHROME|PAUL SIMON|KODACHROME
086970296516|3492576|FATHER AND DAUGHTER|PAUL SIMON|FATHER AND DAUGHTER
086970296516|3485399|DIAMONDS ON THE SOLES OF HER S|PAUL SIMON|DIAMONDS ON THE SOLES OF HER S
086970297022|15082730|LO MEJOR DE MI VIDA ERES TU|RICKY MARTIN FEAT. NATALIA JIM |LO MEJOR DE MI VIDA ERES TU
086970297022|11857660|MIENTES|CAMILA|MIENTES
086970297022|12718932|DESCONTROL|DADDY YANKEE|DESCONTROL
086970297895|18225146|PEPPY AND GEORGE|LUDOVIC BOURCE|PEPPY AND GEORGE
086970297895|18225133|GEORGE VALENTIN|LUDOVIC BOURCE|GEORGE VALENTIN
086970297895|18225137|WALTZ FOR PEPPY|LUDOVIC BOURCE|WALTZ FOR PEPPY
086970298606|18413504|ALL I WANT FOR CHRISTMAS IS YOU|GLEE CAST|ALL I WANT FOR CHRISTMAS IS YOU
086970298606|18413508|DO THEY KNOW IT'S CHRISTMAS?|GLEE CAST|DO THEY KNOW IT'S CHRISTMAS?
086970298606|18413509|DO YOU HEAR WHAT I HEAR|GLEE CAST|DO YOU HEAR WHAT I HEAR
086970298608|13542292|DYNAMITE|TAIO CRUZ|DYNAMITE
086970298608|7971875|HOT 'N' COLD|KATY PERRY|HOT 'N' COLD
086970298608|15183120|BLOW|KE$HA|BLOW
086970299082|20242052|WINDOWS DOWN|BIG TIME RUSH|WINDOWS DOWN
086970299082|17531102|IF I RULED THE WORLD|BIG TIME RUSH FEAT. IYAZ|IF I RULED THE WORLD
086970299082|18493216|MUSIC SOUNDS BETTER WITH U|BIG TIME RUSH FEAT. MANN|MUSIC SOUNDS BETTER WITH U
088070123276|17001592|MY CHERIE AMOUR|ELIANE ELIAS|MY CHERIE AMOUR
088070123276|17001625|TAKE FIVE|ELIANE ELIAS|TAKE FIVE
088070123276|17001670|LIGHT MY FIRE|ELIANE ELIAS|LIGHT MY FIRE
088070423290|17179731|E'CHA|STEFON HARRIS, DAVID SANCHEZ   & CHRISTIAN SCOTT|E'CHA
088070423290|17179762|NENGUELERU|STEFON HARRIS, DAVID SANCHEZ   & CHRISTIAN SCOTT|NENGUELERU
088070423290|17179727|CITY SUNRISE|STEFON HARRIS, DAVID SANCHEZ   & CHRISTIAN SCOTT|CITY SUNRISE
088070923308|17907799|HOT SAUCE|JESSY|HOT SAUCE
088070923308|17907836|REMEMBER THE NIGHT|JESSY|REMEMBER THE NIGHT
088070923308|17907792|MEANT TO BE|JESSY|MEANT TO BE
088103461640|13976768|LETS DO IT AGAIN|J. BOOG|LETS DO IT AGAIN
088103461640|17130785|EVERY LITTLE THING|J. BOOG|EVERY LITTLE THING
088103461640|15441769|SO FAR GONE|J. BOOG|SO FAR GONE
088750212120|2463506|SHAKE ME I RATTLE|CRISTY LANE|SHAKE ME I RATTLE
088750212120|2463498|THE MAN FROM GALILEE|CRISTY LANE|THE MAN FROM GALILEE
088750212120|2463514|JOLLY OLD SAINT NICHOLAS|CRISTY LANE|JOLLY OLD SAINT NICHOLAS
089920010297|17011928|I HEAR THE SOUND (OF VICTORY)|MAURETTE BROWN CLARK|I HEAR THE SOUND (OF VICTORY)
089920010297|3466848|BREAKING OF DAY|MAURETTE BROWN CLARK|BREAKING OF DAY
089920010297|18564650|AWESOME GOD|MAURETTE BROWN CLARK|AWESOME GOD
090690020729|17007777|CAME OUT SWINGING|WONDER YEARS|CAME OUT SWINGING
090690020729|16774862|DON'T LET ME CAVE IN|WONDER YEARS|DON'T LET ME CAVE IN
090690020729|16650826|LOCAL MAN RUINS EVERYTHING|WONDER YEARS|LOCAL MAN RUINS EVERYTHING
090690020738|17980039|KISS ME AGAIN|WE ARE THE IN CROWD|KISS ME AGAIN
090690020738|17599821|RUMOR MILL|WE ARE THE IN CROWD|RUMOR MILL
090690020738|17980040|ON YOUR OWN|WE ARE THE IN CROWD|ON YOUR OWN
